image_id,sidewall_image_id,tread_1,tread_2,tread_3,tread_4,tread_average,brand,tire_model,tire_size,condition,condition_id,wear_pattern,wear_class_6,health_score,health_norm,remaining_life_km,remaining_life_norm,remaining_life_pred,replacement_urgency,risk_score,risk_level,replace_recommended,manufacture_week,manufacture_year,ocr_confidence,tube_type,image_path,front_image_path,sidewall_image_path,dataset_front_path,dataset_sidewall_path,has_image,has_sidewall_image,feature_tread_spread,feature_center_edge_gap
IMG20260325155025[1] - Viren Viren.jpg,,5.6,5.63,5.23,5.486666666666667,5.486666666666667,Unknown,,Unknown,safe,0,even,3,8.13,0.813,48583.0,0.6072875,60.729166666666664,Medium,0,LOW,False,,,0.3,,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\tread_images\IMG20260325155025[1] - Viren Viren.jpg,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\tread_images\IMG20260325155025[1] - Viren Viren.jpg,,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\images\front_view\IMG20260325155025[1] - Viren Viren.jpg,,True,False,0.11333334,-0.11333334
IMG_7927[1] - Viren Viren.JPG,IMG_7928[1] - Viren Viren.JPG,2.93,2.95,2.39,2.7566666666666673,2.7566666666666673,Bridgestone,TURANZA,175/65 R15,moderate,1,uneven_wear,2,4.57,0.457,14458.0,0.180725,18.072916666666675,Immediate,50,MODERATE,True,17.0,2024.0,0.95,TUBELESS,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\tread_images\IMG_7927[1] - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\tread_images\IMG_7927[1] - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\sidewall_images\Bridgestone\IMG_7928[1] - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\images\front_view\IMG_7927[1] - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\images\sidewall\IMG_7928[1] - Viren Viren.JPG,True,True,0.17333333,-0.17333333
IMG20251218154833.heic,,6.16,6.16,5.45,5.923333333333333,5.923333333333333,Unknown,,Unknown,safe,0,uneven_wear,2,7.6,0.76,54042.0,0.675525,67.55208333333331,Medium,20,LOW,False,,,0.3,,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\tread_images\IMG20251218154833.heic,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\tread_images\IMG20251218154833.heic,,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\images\front_view\IMG20251218154833.heic,,True,False,0.23666666,-0.23666666
IMG_8461[1] - Viren Viren.JPG,IMG_8460[1] - Viren Viren.JPG,2.22,2.07,2.12,1.94,2.0875,Pirelli,Cinturato P7,225/55 R17,moderate,1,even,3,4.95,0.495,6094.0,0.076175,7.617187499999997,Immediate,30,MODERATE,True,14.0,2023.0,0.95,TUBELESS,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\tread_images\IMG_8461[1] - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\tread_images\IMG_8461[1] - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\sidewall_images\Pirelli\IMG_8460[1] - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\images\front_view\IMG_8461[1] - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\images\sidewall\IMG_8460[1] - Viren Viren.JPG,True,True,0.28,0.015
IMG_1902263 - Viren Viren.jpg,IMG_19022650 - Viren Viren.jpg,3.28,3.46,3.48,3.54,3.4400000000000004,Goodyear,Assurance max guard,215/60 R16,moderate,1,even,3,5.8,0.58,23000.0,0.2875,28.750000000000004,High,0,LOW,True,25.0,2024.0,0.95,TUBELESS,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\tread_images\IMG_1902263 - Viren Viren.jpg,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\tread_images\IMG_1902263 - Viren Viren.jpg,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\sidewall_images\Goodyear\IMG_19022650 - Viren Viren.jpg,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\images\front_view\IMG_1902263 - Viren Viren.jpg,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\images\sidewall\IMG_19022650 - Viren Viren.jpg,True,True,0.26,0.06
IMG_9862 - Viren Viren.JPG,IMG_9864 - Viren Viren.JPG,5.23,5.53,5.29,5.3500000000000005,5.3500000000000005,MRF,ZVTS,145/70 R13,safe,0,even,3,8.04,0.804,46875.0,0.5859375,58.59375,Medium,0,LOW,False,,,0.3,TUBELESS,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\tread_images\IMG_9862 - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\tread_images\IMG_9862 - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\sidewall_images\MRF\IMG_9864 - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\images\front_view\IMG_9862 - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\images\sidewall\IMG_9864 - Viren Viren.JPG,True,True,0.12,0.12
IMG20260330125643 - Viren Viren.jpg,,8.0,8.0,8.0,8.0,8.0,Unknown,,Unknown,safe,0,even,3,9.7,0.97,80000.0,1.0,100.0,Low,0,LOW,False,,,0.3,,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\tread_images\IMG20260330125643 - Viren Viren.jpg,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\tread_images\IMG20260330125643 - Viren Viren.jpg,,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\images\front_view\IMG20260330125643 - Viren Viren.jpg,,True,False,0.0,0.0
IMG20251103165827.heic,,6.73,7.54,7.62,7.31,7.3,Unknown,,Unknown,safe,0,center_wear,0,8.86,0.886,71250.0,0.890625,89.06249999999999,Low,0,LOW,False,,,0.3,,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\tread_images\IMG20251103165827.heic,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\tread_images\IMG20251103165827.heic,,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\images\front_view\IMG20251103165827.heic,,True,False,0.58,0.56
IMG20260406115455 - Viren Viren.jpg,,0.97,2.6,2.6,2.0566666666666666,2.0566666666666666,Unknown,,Unknown,moderate,1,center_wear,0,4.54,0.454,5708.0,0.07135,7.135416666666665,Immediate,30,MODERATE,True,,,0.3,,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\tread_images\IMG20260406115455 - Viren Viren.jpg,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\tread_images\IMG20260406115455 - Viren Viren.jpg,,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\images\front_view\IMG20260406115455 - Viren Viren.jpg,,True,False,1.0866667,1.0866667
IMG_9036 - Viren Viren.JPG,IMG_9037 - Viren Viren.JPG,4.88,5.24,4.96,5.026666666666667,5.026666666666667,Bridgestone,STURDO,195/65 R15,safe,0,even,3,7.84,0.784,42833.0,0.5354125,53.54166666666668,Medium,0,LOW,False,49.0,2023.0,0.95,TUBELESS,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\tread_images\IMG_9036 - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\tread_images\IMG_9036 - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\sidewall_images\Bridgestone\IMG_9037 - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\images\front_view\IMG_9036 - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\images\sidewall\IMG_9037 - Viren Viren.JPG,True,True,0.14666666,0.14666666
Copy of IMG20251218145812.jpg,,4.94,4.86,5.61,5.136666666666667,5.136666666666667,Unknown,,Unknown,safe,0,uneven_wear,2,7.11,0.711,44208.0,0.5526,55.260416666666664,Medium,20,LOW,False,,,0.3,,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\tread_images\Copy of IMG20251218145812.jpg,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\tread_images\Copy of IMG20251218145812.jpg,,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\images\front_view\Copy of IMG20251218145812.jpg,,True,False,0.19666667,0.19666667
IMG_0217 - Viren Viren.JPG,IMG_0219 - Viren Viren.JPG,2.08,2.47,2.07,2.206666666666667,2.206666666666667,Apollo,Alnac 4G,195/55 R16,moderate,1,even,3,5.03,0.503,7583.0,0.0947875,9.47916666666667,Immediate,30,MODERATE,True,8.0,2022.0,0.95,TUBELESS,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\tread_images\IMG_0217 - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\tread_images\IMG_0217 - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\sidewall_images\Apollo\IMG_0219 - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\images\front_view\IMG_0217 - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\images\sidewall\IMG_0219 - Viren Viren.JPG,True,True,0.12666667,0.12666667
IMG_8489[1] - Viren Viren.JPG,IMG_8488[1] - Viren Viren.JPG,1.92,2.22,2.23,1.8,2.0425000000000004,Apollo,Alnac 4G,185/65 R15,moderate,1,even,3,4.93,0.493,5531.0,0.0691375,6.914062500000005,Immediate,30,MODERATE,True,44.0,2022.0,0.95,TUBELESS,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\tread_images\IMG_8489[1] - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\tread_images\IMG_8489[1] - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\sidewall_images\Apollo\IMG_8488[1] - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\images\front_view\IMG_8489[1] - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\images\sidewall\IMG_8488[1] - Viren Viren.JPG,True,True,0.12,0.365
IMG_7478[1] - Viren Viren.JPG,IMG_7479[1] - Viren Viren.JPG,2.38,2.56,2.74,2.74,2.605,Yokohama,EARTH-1,215/60 R17,moderate,1,even,3,5.28,0.528,12562.0,0.157025,15.703124999999998,Immediate,30,MODERATE,True,4.0,2025.0,0.95,TUBELESS,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\tread_images\IMG_7478[1] - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\tread_images\IMG_7478[1] - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\sidewall_images\Yokohama\IMG_7479[1] - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\images\front_view\IMG_7478[1] - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\images\sidewall\IMG_7479[1] - Viren Viren.JPG,True,True,0.36,0.09
IMG20260402112447 - Viren Viren.jpg,,3.5,3.84,3.13,3.4899999999999998,3.4899999999999998,Unknown,,Unknown,moderate,1,uneven_wear,2,5.03,0.503,23625.0,0.2953125,29.531249999999993,High,20,LOW,True,,,0.3,,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\tread_images\IMG20260402112447 - Viren Viren.jpg,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\tread_images\IMG20260402112447 - Viren Viren.jpg,,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\images\front_view\IMG20260402112447 - Viren Viren.jpg,,True,False,0.01,-0.01
IMG_9631 - Ubaid Elahi Baba.JPG,IMG_9632 - Ubaid Elahi Baba.JPG,3.32,3.4,3.11,3.276666666666667,3.276666666666667,CEAT,secura drive,205/55 R16,moderate,1,even,3,5.7,0.57,20958.0,0.261975,26.197916666666664,High,0,LOW,True,22.0,2023.0,0.95,TUBELESS,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\tread_images\IMG_9631 - Ubaid Elahi Baba.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\tread_images\IMG_9631 - Ubaid Elahi Baba.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\sidewall_images\CEAT\IMG_9632 - Ubaid Elahi Baba.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\images\front_view\IMG_9631 - Ubaid Elahi Baba.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\images\sidewall\IMG_9632 - Ubaid Elahi Baba.JPG,True,True,0.043333333,-0.043333333
IMG_0023 - Viren Viren.JPG,IMG_0024 - Viren Viren.JPG,2.59,3.25,2.97,2.936666666666667,2.936666666666667,CEAT,fuel smart,185/70 R14,moderate,1,uneven_wear,2,4.69,0.469,16708.0,0.20885,20.88541666666667,High,50,MODERATE,True,32.0,2021.0,0.95,TUBELESS,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\tread_images\IMG_0023 - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\tread_images\IMG_0023 - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\sidewall_images\CEAT\IMG_0024 - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\images\front_view\IMG_0023 - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\images\sidewall\IMG_0024 - Viren Viren.JPG,True,True,0.34666666,0.34666666
IMG20260330125611 - Viren Viren.jpg,,8.0,8.0,8.0,8.0,8.0,Unknown,,Unknown,safe,0,even,3,9.7,0.97,80000.0,1.0,100.0,Low,0,LOW,False,,,0.3,,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\tread_images\IMG20260330125611 - Viren Viren.jpg,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\tread_images\IMG20260330125611 - Viren Viren.jpg,,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\images\front_view\IMG20260330125611 - Viren Viren.jpg,,True,False,0.0,0.0
IMG_9057 - Viren Viren.JPG,IMG_9058 - Viren Viren.JPG,2.69,3.25,3.69,2.87,3.125,CEAT,SecuraDrive,215/60 R16,moderate,1,center_wear,0,5.2,0.52,19062.0,0.238275,23.828124999999996,High,0,LOW,True,42.0,2021.0,0.95,TUBELESS,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\tread_images\IMG_9057 - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\tread_images\IMG_9057 - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\sidewall_images\CEAT\IMG_9058 - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\images\front_view\IMG_9057 - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\images\sidewall\IMG_9058 - Viren Viren.JPG,True,True,0.18,0.69
